AGI_Code	Name.x	Function.x	Localisation	DOI	Comment.x	BIN	metal.1	metal.2	metal.3	Short.name.x	Annotation.x	Other.Name.Type.	Keywords	Is.full.length.cDNA	Name.y	Pathway.x	Function.y	Activity	Comment.y	Annotation.y	Annotation.x	Annotation.y	Annotation	Short.name.y	Localization	Pathway.y	Proposed.functions	Short.name	Localizationa	Fe.S.cluster.typeb	Full.name.annotation	Gene.short.name	Name	Meiotic.phase	Description_custom	Gene_Name	Protein	Function	Ref.	Title	Protein.family.or.Function	Function.related.to.Suberin	Refs
AT3G02620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 acyl-[acyl-carrier-protein] desaturase, putative / stearoyl-ACP desaturase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 acyl-[acyl-carrier-protein] desaturase, putative / stearoyl-ACP desaturase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g02680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				Mutated in Nijmegen breakage syndrome	 Waterworth et al 2007 Plant J  doi: 10.1111/j.1365-313X.2007.03220.x	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NBS1	NIJMEGEN BREAKAGE SYNDROME 1	early DSB repair in meiotic recombination	dispensable for meiotic DSB repair in Ath except in atm mutant; also XRS2; MRE11, RAD50 and NBS1 function as complex with COM1 in removal of SPO11, resection of 5' end; DNA cross-link repair (meiotic role may be non-essential)	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ZFN1 (ZINC FINGER PROTEIN 1); nucleic acid binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ILR1 (IAA-LEUCINE RESISTANT 1); metallopeptidase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g02920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Crosslink repair (see also XPF/ERCC1)		Similar to RPA2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g02920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RPA2B	NER		Binds DNA in preincision complex (medium subunit of RPA complex)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G02960	NA	NA	NA	NA	NA	NA	NA	NA	NA		copper-binding protein-related		similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G50740.3); similar to unnamed protein product [Vitis vinifera] (GB:CAO70102.1); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 CSLD3 (CELLULOSE SYNTHASE-LIKE 3); cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	member of CYP89A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03630	OAS-TL	putative O-acetylserine thiol lyase; S-sulfocysteine synthase activity and lacks O-acetylserine(thiol)lyase activity	plastid			metal handling	Cd	Zn		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: plant-type cell wall; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 57 (PER57) (P57) (PRXR10) (TAIR:AT5G17820.1); Has 2744 Blast hits to 2726 proteins in 166 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 40; Plants - 2683; Viruses - 0; Other Eukaryotes - 17 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G03890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FMN binding; FUNCTIONS IN: FMN binding; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: FMN-binding split barrel (InterPro:IPR012349), Pyridoxamine 5&apos;-phosphate oxidase-related, FMN-binding core (InterPro:IPR011576), FMN-binding split barrel, related (InterPro:IPR009002), Haem iron utilisation protein, pyridoxamine 5&apos;-phosphate region (InterPro:IPR014599); BEST Arabidopsis thaliana protein match is: FMN binding (TAIR:AT3G21140.1); Has 606 Blast hits to 606 proteins in 221 species: Archae - 0; Bacteria - 374; Metazoa - 11; Fungi - 0; Plants - 82; Viruses - 0; Other Eukaryotes - 139 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 GLR1 (GLUTAMATE RECEPTOR 1) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04190.1); Has 832 Blast hits to 831 proteins in 68 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 12; Plants - 813; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).       T6K12.23; T6K12_23       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, 4 leaf senescence stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, biological process unknown, carpel, cauline leaf, cotyledon, hypocotyl, leaf, leaf whorl, petal, petal differentiation and expansion stage, petiole, sepal, shoot apex       true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04150.1); Has 856 Blast hits to 854 proteins in 75 species: Archae - 0; Bacteria - 10; Metazoa - 0; Fungi - 14; Plants - 825; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).    T6K12.21; T6K12_21       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true	NA	 germin-like protein, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04190.1); Has 846 Blast hits to 845 proteins in 74 species: Archae - 2; Bacteria - 4; Metazoa - 0; Fungi - 18; Plants - 815; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.20; T6K12_20       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04180.1); Has 838 Blast hits to 837 proteins in 72 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 18; Plants - 811; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.19; T6K12_19       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true	NA	 germin-like protein, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: stem, male gametophyte, root, leaf; EXPRESSED DURING: L mature pollen stage, LP.06 six leaves visible, LP.04 four leaves visible; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G05950.1); Has 863 Blast hits to 862 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 30; Plants - 826; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.18; T6K12_18       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, L mature pollen stage, LP.04 four leaves visible, LP.06 six leaves visible, biological process unknown, leaf, male gametophyte, root, stem  true	NA	 germin-like protein, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04580	NA	NA	NA	NA	NA	NA	NA	NA	NA	EIN4	EIN4, ethylene receptor				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 WRKY39; transcription factor [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 metal ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G04980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 ATL6; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g05210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	UVR7/AtERCC1	NER		5' incision subunit	Identification of mutant: Jiang et al. (1997), Hefner et al. (2003). Gene isolation: Hefner et al. (2003). Mutants are sensitive to gamma radiation (unlike human homolog), MMC, UV-B, MMS (slightly) and exhibit 'gamma plantlet' response: irradiated seed germinate normally but the production of first true leaves is substantially delayed. Like atrad1 mutants, atercc1 mutants exhibit defective recombination (Dubest et al., 2004)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05220	NA	NA	NA	NA	NA	NA	NA	NA	NA		heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 hydrolase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DJC82	Plastids	[4Fe-4S]b	Chloroplast DnaJ protein; CDJ3 and CDJ4 have been reported from Chlamydomonas reinhardtii; the At homologues are uncharacterized. 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 aminopeptidase/ metalloexopeptidase [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g05480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AtRAD9			PCNA-like DNA damage sensor		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein phosphatase type 1/ protein serine/threonine phosphatase [Arabidopsis thaliana] 	NA	NA	 serine/threonine protein phosphatase, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Receptor Like Protein 33 (AtRLP33); FUNCTIONS IN: protein binding, kinase activity; INVOLVED IN: signal transduction, defense response; LOCATED IN: chloroplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat (InterPro:IPR001611), Leucine-rich repeat, N-terminal (InterPro:IPR013210); BEST Arabidopsis thaliana protein match is: AtRLP35 (Receptor Like Protein 35); kinase/ protein binding (TAIR:AT3G11080.1); Has 78521 Blast hits to 22105 proteins in 842 species: Archae - 51; Bacteria - 5201; Metazoa - 25025; Fungi - 1017; Plants - 41085; Viruses - 13; Other Eukaryotes - 6129 (source: NCBI BLink).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 DNA binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g05740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RECQ1			helicases involved in DNA repair and homologous recombination		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 APC11; protein binding / zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05920	NA	NA	NA	NA	NA	NA	NA	NA	NA		heavy-metal-associated domain-containing protein		similar to heavy-metal-associated domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G26690.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN78416.1); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein (GLP8)      F2O10.11; F2O10_11; GERMIN-LIKE PROTEIN 8; GLP8  manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, male gametophyte, 4 anthesis, C globular stage, L mature pollen stage, M germinated pollen stage, biological process unknown, carpel, embryo, flower, leaf whorl, male gametophyte, petal, petal differentiation and expansion stage, pollen tube, sepal, stamen    true	NA	 germin-like protein (GLP8) [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G05950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: sperm cell, male gametophyte, flower, root, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: GER2 (GERMIN-LIKE PROTEIN 2); oxalate oxidase (TAIR:AT5G39190.1); Has 869 Blast hits to 867 proteins in 84 species: Archae - 0; Bacteria - 18; Metazoa - 0; Fungi - 24; Plants - 819; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).     F2O10.9; F2O10_9         manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, L mature pollen stage, M germinated pollen stage, biological process unknown, flower, male gametophyte, pollen tube, root, sperm cell   true	NA	 germin-like protein, putative [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
At3g06060, At5g19200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3-KDS reductase	TSC10A and TSC10B encode 3-KDS reductase that reduces 3-ketodihydrosphinganine (3-KDS) to dihydrosphinganine during sphingolipid synthesis. More suberin accumulated in these mutants	Chao et al., 2011
AT3G06130	NA	NA	NA	NA	NA	NA	NA	NA	NA		heavy-metal-associated domain-containing protein		similar to heavy-metal-associated domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G19090.2); similar to heavy-metal-associated domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G19090.1); similar to hypothetical protein [Trifolium pratense] (GB:BAE71268.1); contains InterPro domain Heavy metal transport/detoxification protein; (InterPro:IPR006121)		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G06140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G06250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	 unknown protein [Arabidopsis thaliana] 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
